GOID	GO function	GO category
GO:0032729	positive_regulation_of_interferon-gamma_production	biological_process
GO:0032730	positive_regulation_of_interleukin-1_alpha_production	biological_process
GO:0032731	positive_regulation_of_interleukin-1_beta_production	biological_process
GO:0032732	positive_regulation_of_interleukin-1_production	biological_process
GO:0032733	positive_regulation_of_interleukin-10_production	biological_process
GO:0032734	positive_regulation_of_interleukin-11_production	biological_process
GO:0032735	positive_regulation_of_interleukin-12_production	biological_process
GO:0032736	positive_regulation_of_interleukin-13_production	biological_process
GO:0032737	positive_regulation_of_interleukin-14_production	biological_process
GO:0032738	positive_regulation_of_interleukin-15_production	biological_process
GO:0032739	positive_regulation_of_interleukin-16_production	biological_process
GO:0032740	positive_regulation_of_interleukin-17_production	biological_process
GO:0032741	positive_regulation_of_interleukin-18_production	biological_process
GO:0032742	positive_regulation_of_interleukin-19_production	biological_process
GO:0032743	positive_regulation_of_interleukin-2_production	biological_process
GO:0032744	positive_regulation_of_interleukin-20_production	biological_process
GO:0032745	positive_regulation_of_interleukin-21_production	biological_process
GO:0032746	positive_regulation_of_interleukin-22_production	biological_process
GO:0032747	positive_regulation_of_interleukin-23_production	biological_process
GO:0032748	positive_regulation_of_interleukin-24_production	biological_process
GO:0032749	positive_regulation_of_interleukin-25_production	biological_process
GO:0032750	positive_regulation_of_interleukin-26_production	biological_process
GO:0032751	positive_regulation_of_interleukin-27_production	biological_process
GO:0032752	positive_regulation_of_interleukin-3_production	biological_process
GO:0032753	positive_regulation_of_interleukin-4_production	biological_process
GO:0032754	positive_regulation_of_interleukin-5_production	biological_process
GO:0032755	positive_regulation_of_interleukin-6_production	biological_process
GO:0032756	positive_regulation_of_interleukin-7_production	biological_process
GO:0032757	positive_regulation_of_interleukin-8_production	biological_process
GO:0032758	positive_regulation_of_interleukin-9_production	biological_process
GO:0032759	positive_regulation_of_TRAIL_production	biological_process
GO:0032760	positive_regulation_of_tumor_necrosis_factor_production	biological_process
GO:0032761	positive_regulation_of_lymphotoxin_A_production	biological_process
GO:0032762	mast_cell_cytokine_production	biological_process
GO:0032763	regulation_of_mast_cell_cytokine_production	biological_process
GO:0032764	negative_regulation_of_mast_cell_cytokine_production	biological_process
GO:0032765	positive_regulation_of_mast_cell_cytokine_production	biological_process
GO:0032766	NHE3/E3KARP/ACTN4_complex	cellular_component
GO:0032767	copper-dependent_protein_binding	molecular_function
GO:0032768	regulation_of_monooxygenase_activity	biological_process
GO:0032769	negative_regulation_of_monooxygenase_activity	biological_process
GO:0032770	positive_regulation_of_monooxygenase_activity	biological_process
GO:0032771	regulation_of_monophenol_monooxygenase_activity	biological_process
GO:0032772	negative_regulation_of_monophenol_monooxygenase_activity	biological_process
GO:0032773	positive_regulation_of_monophenol_monooxygenase_activity	biological_process
GO:0032774	RNA_biosynthetic_process	biological_process
GO:0032775	DNA_methylation_on_adenine	biological_process
GO:0032776	DNA_methylation_on_cytosine	biological_process
GO:0032777	Piccolo_NuA4_histone_acetyltransferase_complex	cellular_component
GO:0032778	ATPase-coupled_cobalt_transmembrane_transporter_activity	molecular_function
GO:0032780	negative_regulation_of_ATPase_activity	biological_process
GO:0032781	positive_regulation_of_ATPase_activity	biological_process
GO:0032782	bile_acid_secretion	biological_process
GO:0032783	super_elongation_complex	cellular_component
GO:0032784	regulation_of_DNA-templated_transcription-_elongation	biological_process
GO:0032785	negative_regulation_of_DNA-templated_transcription-_elongation	biological_process
GO:0032786	positive_regulation_of_DNA-templated_transcription-_elongation	biological_process
GO:0032787	monocarboxylic_acid_metabolic_process	biological_process
GO:0032788	saturated_monocarboxylic_acid_metabolic_process	biological_process
GO:0032789	unsaturated_monocarboxylic_acid_metabolic_process	biological_process
GO:0032790	ribosome_disassembly	biological_process
GO:0032791	lead_ion_binding	molecular_function
GO:0032792	negative_regulation_of_CREB_transcription_factor_activity	biological_process
GO:0032793	positive_regulation_of_CREB_transcription_factor_activity	biological_process
GO:0032794	GTPase_activating_protein_binding	molecular_function
GO:0032795	heterotrimeric_G-protein_binding	molecular_function
GO:0032796	uropod_organization	biological_process
GO:0032797	SMN_complex	cellular_component
GO:0032798	Swi5-Sfr1_complex	cellular_component
GO:0032799	low-density_lipoprotein_receptor_particle_metabolic_process	biological_process
GO:0032800	receptor_biosynthetic_process	biological_process
GO:0032801	receptor_catabolic_process	biological_process
GO:0032802	low-density_lipoprotein_particle_receptor_catabolic_process	biological_process
GO:0032803	regulation_of_low-density_lipoprotein_particle_receptor_catabolic_process	biological_process
GO:0032804	negative_regulation_of_low-density_lipoprotein_particle_receptor_catabolic_process	biological_process
GO:0032805	positive_regulation_of_low-density_lipoprotein_particle_receptor_catabolic_process	biological_process
GO:0032806	carboxy-terminal_domain_protein_kinase_complex	cellular_component
GO:0032807	DNA_ligase_IV_complex	cellular_component
GO:0032808	lacrimal_gland_development	biological_process
GO:0032809	neuronal_cell_body_membrane	cellular_component
GO:0032810	sterol_response_element_binding	molecular_function
GO:0032811	negative_regulation_of_epinephrine_secretion	biological_process
GO:0032812	positive_regulation_of_epinephrine_secretion	biological_process
GO:0032813	tumor_necrosis_factor_receptor_superfamily_binding	molecular_function
GO:0032814	regulation_of_natural_killer_cell_activation	biological_process
GO:0032815	negative_regulation_of_natural_killer_cell_activation	biological_process
GO:0032816	positive_regulation_of_natural_killer_cell_activation	biological_process
GO:0032817	regulation_of_natural_killer_cell_proliferation	biological_process
GO:0032818	negative_regulation_of_natural_killer_cell_proliferation	biological_process
GO:0032819	positive_regulation_of_natural_killer_cell_proliferation	biological_process
GO:0032820	regulation_of_natural_killer_cell_proliferation_involved_in_immune_response	biological_process
GO:0032821	negative_regulation_of_natural_killer_cell_proliferation_involved_in_immune_response	biological_process
GO:0032822	positive_regulation_of_natural_killer_cell_proliferation_involved_in_immune_response	biological_process
GO:0032823	regulation_of_natural_killer_cell_differentiation	biological_process
GO:0032824	negative_regulation_of_natural_killer_cell_differentiation	biological_process
GO:0032825	positive_regulation_of_natural_killer_cell_differentiation	biological_process
GO:0032826	regulation_of_natural_killer_cell_differentiation_involved_in_immune_response	biological_process
GO:0032827	negative_regulation_of_natural_killer_cell_differentiation_involved_in_immune_response	biological_process
GO:0032828	positive_regulation_of_natural_killer_cell_differentiation_involved_in_immune_response	biological_process
GO:0032829	regulation_of_CD4-positive-_CD25-positive-_alpha-beta_regulatory_T_cell_differentiation	biological_process
GO:0032830	negative_regulation_of_CD4-positive-_CD25-positive-_alpha-beta_regulatory_T_cell_differentiation	biological_process
GO:0032831	positive_regulation_of_CD4-positive-_CD25-positive-_alpha-beta_regulatory_T_cell_differentiation	biological_process
GO:0032832	regulation_of_CD4-positive-_CD25-positive-_alpha-beta_regulatory_T_cell_differentiation_involved_in_immune_response	biological_process
GO:0032833	negative_regulation_of_CD4-positive-_CD25-positive-_alpha-beta_regulatory_T_cell_differentiation_involved_in_immune_response	biological_process
GO:0032834	positive_regulation_of_CD4-positive-_CD25-positive-_alpha-beta_regulatory_T_cell_differentiation_involved_in_immune_response	biological_process
GO:0032835	glomerulus_development	biological_process
GO:0032836	glomerular_basement_membrane_development	biological_process
GO:0032837	distributive_segregation	biological_process
GO:0032838	plasma_membrane_bounded_cell_projection_cytoplasm	cellular_component
GO:0032839	dendrite_cytoplasm	cellular_component
GO:0032840	intramolecular_proline-rich_ligand_binding	molecular_function
GO:0032841	calcitonin_binding	molecular_function
GO:0032843	hydroperoxide_reductase_activity	molecular_function
GO:0032847	regulation_of_cellular_pH_reduction	biological_process
GO:0032848	negative_regulation_of_cellular_pH_reduction	biological_process
GO:0032849	positive_regulation_of_cellular_pH_reduction	biological_process
GO:0032865	ERMES_complex	cellular_component
GO:0032866	D-xylose:NADP_reductase_activity	molecular_function
GO:0032867	L-arabinose:NADP_reductase_activity	molecular_function
GO:0032868	response_to_insulin	biological_process
GO:0032869	cellular_response_to_insulin_stimulus	biological_process
GO:0032870	cellular_response_to_hormone_stimulus	biological_process
GO:0032871	regulation_of_karyogamy	biological_process
GO:0032872	regulation_of_stress-activated_MAPK_cascade	biological_process
GO:0032873	negative_regulation_of_stress-activated_MAPK_cascade	biological_process
GO:0032874	positive_regulation_of_stress-activated_MAPK_cascade	biological_process
GO:0032875	regulation_of_DNA_endoreduplication	biological_process
GO:0032876	negative_regulation_of_DNA_endoreduplication	biological_process
GO:0032877	positive_regulation_of_DNA_endoreduplication	biological_process
GO:0032878	regulation_of_establishment_or_maintenance_of_cell_polarity	biological_process
GO:0032879	regulation_of_localization	biological_process
GO:0032880	regulation_of_protein_localization	biological_process
GO:0032881	regulation_of_polysaccharide_metabolic_process	biological_process
GO:0032882	regulation_of_chitin_metabolic_process	biological_process
GO:0032883	regulation_of_chitin_biosynthetic_process	biological_process
GO:0032884	regulation_of_cell_wall_chitin_biosynthetic_process	biological_process
GO:0032885	regulation_of_polysaccharide_biosynthetic_process	biological_process
GO:0032886	regulation_of_microtubule-based_process	biological_process
GO:0032887	regulation_of_spindle_elongation	biological_process
GO:0032888	regulation_of_mitotic_spindle_elongation	biological_process
GO:0032889	regulation_of_vacuole_fusion-_non-autophagic	biological_process
GO:0032890	regulation_of_organic_acid_transport	biological_process
GO:0032891	negative_regulation_of_organic_acid_transport	biological_process
GO:0032892	positive_regulation_of_organic_acid_transport	biological_process
GO:0032896	palmitoyl-CoA_9-desaturase_activity	molecular_function
GO:0032897	negative_regulation_of_viral_transcription	biological_process
GO:0032898	neurotrophin_production	biological_process
GO:0032899	regulation_of_neurotrophin_production	biological_process
GO:0032900	negative_regulation_of_neurotrophin_production	biological_process
GO:0032901	positive_regulation_of_neurotrophin_production	biological_process
GO:0032902	nerve_growth_factor_production	biological_process
GO:0032903	regulation_of_nerve_growth_factor_production	biological_process
GO:0032904	negative_regulation_of_nerve_growth_factor_production	biological_process
GO:0032905	transforming_growth_factor_beta1_production	biological_process
GO:0032906	transforming_growth_factor_beta2_production	biological_process
GO:0032907	transforming_growth_factor_beta3_production	biological_process
GO:0032908	regulation_of_transforming_growth_factor_beta1_production	biological_process
GO:0032909	regulation_of_transforming_growth_factor_beta2_production	biological_process
GO:0032910	regulation_of_transforming_growth_factor_beta3_production	biological_process
GO:0032911	negative_regulation_of_transforming_growth_factor_beta1_production	biological_process
GO:0032912	negative_regulation_of_transforming_growth_factor_beta2_production	biological_process
GO:0032913	negative_regulation_of_transforming_growth_factor_beta3_production	biological_process
GO:0032914	positive_regulation_of_transforming_growth_factor_beta1_production	biological_process
GO:0032915	positive_regulation_of_transforming_growth_factor_beta2_production	biological_process
GO:0032916	positive_regulation_of_transforming_growth_factor_beta3_production	biological_process
GO:0032917	polyamine_acetylation	biological_process
GO:0032918	spermidine_acetylation	biological_process
GO:0032919	spermine_acetylation	biological_process
GO:0032920	putrescine_acetylation	biological_process
GO:0032921	sarcosine_oxidase_complex	cellular_component
GO:0032922	circadian_regulation_of_gene_expression	biological_process
GO:0032923	organic_phosphonate_biosynthetic_process	biological_process
GO:0032924	activin_receptor_signaling_pathway	biological_process
GO:0032925	regulation_of_activin_receptor_signaling_pathway	biological_process
GO:0032926	negative_regulation_of_activin_receptor_signaling_pathway	biological_process
GO:0032927	positive_regulation_of_activin_receptor_signaling_pathway	biological_process
GO:0032928	regulation_of_superoxide_anion_generation	biological_process
GO:0032929	negative_regulation_of_superoxide_anion_generation	biological_process
GO:0032930	positive_regulation_of_superoxide_anion_generation	biological_process
GO:0032931	histone_acetyltransferase_activity_(H3-K56_specific)	molecular_function
GO:0032932	negative_regulation_of_astral_microtubule_depolymerization	biological_process
GO:0032933	SREBP_signaling_pathway	biological_process
GO:0032934	sterol_binding	molecular_function
GO:0032935	sterol_sensor_activity	molecular_function
GO:0032936	SREBP-SCAP_complex	cellular_component
GO:0032937	SREBP-SCAP-Insig_complex	cellular_component
GO:0032938	negative_regulation_of_translation_in_response_to_oxidative_stress	biological_process
GO:0032939	positive_regulation_of_translation_in_response_to_oxidative_stress	biological_process
GO:0032940	secretion_by_cell	biological_process
GO:0032941	secretion_by_tissue	biological_process
GO:0032942	inositol_tetrakisphosphate_2-kinase_activity	molecular_function
GO:0032943	mononuclear_cell_proliferation	biological_process
GO:0032944	regulation_of_mononuclear_cell_proliferation	biological_process
GO:0032945	negative_regulation_of_mononuclear_cell_proliferation	biological_process
GO:0032946	positive_regulation_of_mononuclear_cell_proliferation	biological_process
GO:0032948	regulation_of_alpha-glucan_metabolic_process	biological_process
GO:0032949	regulation_of_alpha-glucan_biosynthetic_process	biological_process
GO:0032950	regulation_of_beta-glucan_metabolic_process	biological_process
GO:0032951	regulation_of_beta-glucan_biosynthetic_process	biological_process
GO:0032952	regulation_of_(1->3)-beta-D-glucan_metabolic_process	biological_process
GO:0032953	regulation_of_(1->3)-beta-D-glucan_biosynthetic_process	biological_process
GO:0032954	regulation_of_cytokinetic_process	biological_process
GO:0032955	regulation_of_division_septum_assembly	biological_process
GO:0032956	regulation_of_actin_cytoskeleton_organization	biological_process
GO:0032957	inositol_trisphosphate_metabolic_process	biological_process
GO:0032958	inositol_phosphate_biosynthetic_process	biological_process
GO:0032959	inositol_trisphosphate_biosynthetic_process	biological_process
GO:0032960	regulation_of_inositol_trisphosphate_biosynthetic_process	biological_process
GO:0032961	negative_regulation_of_inositol_trisphosphate_biosynthetic_process	biological_process
GO:0032962	positive_regulation_of_inositol_trisphosphate_biosynthetic_process	biological_process
GO:0032963	collagen_metabolic_process	biological_process
GO:0032964	collagen_biosynthetic_process	biological_process
GO:0032965	regulation_of_collagen_biosynthetic_process	biological_process
GO:0032966	negative_regulation_of_collagen_biosynthetic_process	biological_process
GO:0032967	positive_regulation_of_collagen_biosynthetic_process	biological_process
GO:0032968	positive_regulation_of_transcription_elongation_from_RNA_polymerase_II_promoter	biological_process
GO:0032969	endosomal_scaffold_complex	cellular_component
GO:0032970	regulation_of_actin_filament-based_process	biological_process
GO:0032971	regulation_of_muscle_filament_sliding	biological_process
GO:0032972	regulation_of_muscle_filament_sliding_speed	biological_process
GO:0032973	amino_acid_export_across_plasma_membrane	biological_process
GO:0032974	amino_acid_transmembrane_export_from_vacuole	biological_process
GO:0032975	amino_acid_transmembrane_import_into_vacuole	biological_process
GO:0032976	release_of_matrix_enzymes_from_mitochondria	biological_process
GO:0032977	membrane_insertase_activity	molecular_function
GO:0032978	protein_insertion_into_membrane_from_inner_side	biological_process
GO:0032979	protein_insertion_into_mitochondrial_inner_membrane_from_matrix	biological_process
GO:0032980	keratinocyte_activation	biological_process
GO:0032981	mitochondrial_respiratory_chain_complex_I_assembly	biological_process
GO:0032982	myosin_filament	cellular_component
GO:0032983	kainate_selective_glutamate_receptor_complex	cellular_component
GO:0032984	protein-containing_complex_disassembly	biological_process
GO:0032985	protein-carbohydrate_complex_disassembly	biological_process
GO:0032986	protein-DNA_complex_disassembly	biological_process
GO:0032987	protein-lipid_complex_disassembly	biological_process
GO:0032988	ribonucleoprotein_complex_disassembly	biological_process
GO:0032989	cellular_component_morphogenesis	biological_process
GO:0032990	cell_part_morphogenesis	biological_process
GO:0032991	protein-containing_complex	cellular_component
GO:0032992	protein-carbohydrate_complex	cellular_component
GO:0032993	protein-DNA_complex	cellular_component
GO:0032994	protein-lipid_complex	cellular_component
GO:0032995	regulation_of_fungal-type_cell_wall_biogenesis	biological_process
GO:0032996	Bcl3-Bcl10_complex	cellular_component
GO:0032997	Fc_receptor_complex	cellular_component
GO:0032998	Fc-epsilon_receptor_I_complex	cellular_component
GO:0032999	Fc-alpha_receptor_I_complex	cellular_component
GO:0033000	Fc-gamma_receptor_I_complex	cellular_component
GO:0033001	Fc-gamma_receptor_III_complex	cellular_component
GO:0033002	muscle_cell_proliferation	biological_process
GO:0033003	regulation_of_mast_cell_activation	biological_process
GO:0033004	negative_regulation_of_mast_cell_activation	biological_process
GO:0033005	positive_regulation_of_mast_cell_activation	biological_process
GO:0033006	regulation_of_mast_cell_activation_involved_in_immune_response	biological_process
GO:0033007	negative_regulation_of_mast_cell_activation_involved_in_immune_response	biological_process
GO:0033008	positive_regulation_of_mast_cell_activation_involved_in_immune_response	biological_process
GO:0033009	nucleomorph	cellular_component
GO:0033010	paranodal_junction	cellular_component
GO:0033011	perinuclear_theca	cellular_component
GO:0033012	porosome	cellular_component
GO:0033013	tetrapyrrole_metabolic_process	biological_process
GO:0033014	tetrapyrrole_biosynthetic_process	biological_process
GO:0033015	tetrapyrrole_catabolic_process	biological_process
GO:0033016	rhoptry_membrane	cellular_component
GO:0033017	sarcoplasmic_reticulum_membrane	cellular_component
GO:0033018	sarcoplasmic_reticulum_lumen	cellular_component
GO:0033019	5-hydroxyvalerate_dehydrogenase_activity	molecular_function
GO:0033020	cyclopentanol_metabolic_process	biological_process
GO:0033021	cyclopentanol_biosynthetic_process	biological_process
GO:0033022	cyclopentanol_catabolic_process	biological_process
GO:0033023	mast_cell_homeostasis	biological_process
GO:0033024	mast_cell_apoptotic_process	biological_process
GO:0033025	regulation_of_mast_cell_apoptotic_process	biological_process
GO:0033026	negative_regulation_of_mast_cell_apoptotic_process	biological_process
GO:0033027	positive_regulation_of_mast_cell_apoptotic_process	biological_process
GO:0033028	myeloid_cell_apoptotic_process	biological_process
GO:0033029	regulation_of_neutrophil_apoptotic_process	biological_process
GO:0033030	negative_regulation_of_neutrophil_apoptotic_process	biological_process
GO:0033031	positive_regulation_of_neutrophil_apoptotic_process	biological_process
GO:0033032	regulation_of_myeloid_cell_apoptotic_process	biological_process
GO:0033033	negative_regulation_of_myeloid_cell_apoptotic_process	biological_process
GO:0033034	positive_regulation_of_myeloid_cell_apoptotic_process	biological_process
GO:0033036	macromolecule_localization	biological_process
GO:0033037	polysaccharide_localization	biological_process
GO:0033038	bitter_taste_receptor_activity	molecular_function
GO:0033039	salty_taste_receptor_activity	molecular_function
GO:0033040	sour_taste_receptor_activity	molecular_function
GO:0033041	sweet_taste_receptor_activity	molecular_function
GO:0033042	umami_taste_receptor_activity	molecular_function
GO:0033043	regulation_of_organelle_organization	biological_process
GO:0033044	regulation_of_chromosome_organization	biological_process
GO:0033045	regulation_of_sister_chromatid_segregation	biological_process
GO:0033046	negative_regulation_of_sister_chromatid_segregation	biological_process
GO:0033047	regulation_of_mitotic_sister_chromatid_segregation	biological_process
GO:0033048	negative_regulation_of_mitotic_sister_chromatid_segregation	biological_process
GO:0033049	clavulanic_acid_metabolic_process	biological_process
GO:0033050	clavulanic_acid_biosynthetic_process	biological_process
GO:0033051	aminophosphonate_metabolic_process	biological_process
GO:0033052	cyanoamino_acid_metabolic_process	biological_process
GO:0033053	D-glutamine_metabolic_process	biological_process
GO:0033054	D-glutamate_metabolic_process	biological_process
GO:0033055	D-arginine_metabolic_process	biological_process
GO:0033056	D-ornithine_metabolic_process	biological_process
GO:0033058	directional_locomotion	biological_process
GO:0033059	cellular_pigmentation	biological_process
GO:0033060	ocellus_pigmentation	biological_process
GO:0033061	DNA_recombinase_mediator_complex	cellular_component
GO:0033062	Rhp55-Rhp57_complex	cellular_component
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2_complex	cellular_component
GO:0033064	XRCC2-RAD51D_complex	cellular_component
GO:0033065	Rad51C-XRCC3_complex	cellular_component
GO:0033066	Rad51B-Rad51C_complex	cellular_component
GO:0033067	macrolide_metabolic_process	biological_process
GO:0033068	macrolide_biosynthetic_process	biological_process
GO:0033069	ansamycin_metabolic_process	biological_process
GO:0033070	ansamycin_biosynthetic_process	biological_process
GO:0033071	vancomycin_metabolic_process	biological_process
GO:0033072	vancomycin_biosynthetic_process	biological_process
GO:0033073	pinene_metabolic_process	biological_process
GO:0033074	pinene_catabolic_process	biological_process
GO:0033075	isoquinoline_alkaloid_biosynthetic_process	biological_process
GO:0033076	isoquinoline_alkaloid_metabolic_process	biological_process
GO:0033077	T_cell_differentiation_in_thymus	biological_process
GO:0033078	extrathymic_T_cell_differentiation	biological_process
GO:0033079	immature_T_cell_proliferation	biological_process
GO:0033080	immature_T_cell_proliferation_in_thymus	biological_process
GO:0033081	regulation_of_T_cell_differentiation_in_thymus	biological_process
GO:0033082	regulation_of_extrathymic_T_cell_differentiation	biological_process
GO:0033083	regulation_of_immature_T_cell_proliferation	biological_process
GO:0033084	regulation_of_immature_T_cell_proliferation_in_thymus	biological_process
GO:0033085	negative_regulation_of_T_cell_differentiation_in_thymus	biological_process
GO:0033086	negative_regulation_of_extrathymic_T_cell_differentiation	biological_process
GO:0033087	negative_regulation_of_immature_T_cell_proliferation	biological_process
GO:0033088	negative_regulation_of_immature_T_cell_proliferation_in_thymus	biological_process
GO:0033089	positive_regulation_of_T_cell_differentiation_in_thymus	biological_process
GO:0033090	positive_regulation_of_extrathymic_T_cell_differentiation	biological_process
GO:0033091	positive_regulation_of_immature_T_cell_proliferation	biological_process
GO:0033092	positive_regulation_of_immature_T_cell_proliferation_in_thymus	biological_process
GO:0033093	Weibel-Palade_body	cellular_component
GO:0033094	butane-1-4-diamine:2-oxoglutarate_aminotransferase_activity	molecular_function
GO:0033095	aleurone_grain	cellular_component
GO:0033096	amyloplast_envelope	cellular_component
GO:0033097	amyloplast_membrane	cellular_component
GO:0033098	amyloplast_inner_membrane	cellular_component
GO:0033099	attachment_organelle	cellular_component
GO:0033100	NuA3_histone_acetyltransferase_complex	cellular_component
GO:0033101	cellular_bud_membrane	cellular_component
GO:0033102	acidocalcisome_membrane	cellular_component
GO:0033103	protein_secretion_by_the_type_VI_secretion_system	biological_process
GO:0033104	type_VI_protein_secretion_system_complex	cellular_component
GO:0033105	chlorosome_envelope	cellular_component
GO:0033106	cis-Golgi_network_membrane	cellular_component
GO:0033107	Cvt_vesicle	cellular_component
GO:0033108	mitochondrial_respiratory_chain_complex_assembly	biological_process
GO:0033110	Cvt_vesicle_membrane	cellular_component
GO:0033111	attachment_organelle_membrane	cellular_component
GO:0033112	cyanelle_envelope	cellular_component
GO:0033113	cyanelle_membrane	cellular_component
GO:0033114	cyanelle_thylakoid_lumen	cellular_component
GO:0033115	cyanelle_thylakoid_membrane	cellular_component
GO:0033116	endoplasmic_reticulum-Golgi_intermediate_compartment_membrane	cellular_component
GO:0033117	esterosome	cellular_component
GO:0033118	esterosome_membrane	cellular_component
GO:0033119	negative_regulation_of_RNA_splicing	biological_process
GO:0033120	positive_regulation_of_RNA_splicing	biological_process
GO:0033121	regulation_of_purine_nucleotide_catabolic_process	biological_process
GO:0033122	negative_regulation_of_purine_nucleotide_catabolic_process	biological_process
GO:0033123	positive_regulation_of_purine_nucleotide_catabolic_process	biological_process
GO:0033124	obsolete_regulation_of_GTP_catabolic_process	biological_process
GO:0033125	obsolete_negative_regulation_of_GTP_catabolic_process	biological_process
GO:0033126	obsolete_positive_regulation_of_GTP_catabolic_process	biological_process
GO:0033127	regulation_of_histone_phosphorylation	biological_process
GO:0033128	negative_regulation_of_histone_phosphorylation	biological_process
GO:0033129	positive_regulation_of_histone_phosphorylation	biological_process
GO:0033130	acetylcholine_receptor_binding	molecular_function
GO:0033131	regulation_of_glucokinase_activity	biological_process
GO:0033132	negative_regulation_of_glucokinase_activity	biological_process
GO:0033133	positive_regulation_of_glucokinase_activity	biological_process
GO:0033134	ubiquitin_activating_enzyme_binding	molecular_function
GO:0033135	regulation_of_peptidyl-serine_phosphorylation	biological_process
GO:0033137	negative_regulation_of_peptidyl-serine_phosphorylation	biological_process
GO:0033138	positive_regulation_of_peptidyl-serine_phosphorylation	biological_process
GO:0033139	regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein	biological_process
GO:0033140	negative_regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein	biological_process
GO:0033141	positive_regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein	biological_process
GO:0033142	progesterone_receptor_binding	molecular_function
GO:0033143	regulation_of_intracellular_steroid_hormone_receptor_signaling_pathway	biological_process
GO:0033144	negative_regulation_of_intracellular_steroid_hormone_receptor_signaling_pathway	biological_process
GO:0033145	positive_regulation_of_intracellular_steroid_hormone_receptor_signaling_pathway	biological_process
GO:0033146	regulation_of_intracellular_estrogen_receptor_signaling_pathway	biological_process
GO:0033147	negative_regulation_of_intracellular_estrogen_receptor_signaling_pathway	biological_process
GO:0033148	positive_regulation_of_intracellular_estrogen_receptor_signaling_pathway	biological_process
GO:0033149	FFAT_motif_binding	molecular_function
GO:0033150	cytoskeletal_calyx	cellular_component
GO:0033151	V(D)J_recombination	biological_process
GO:0033152	immunoglobulin_V(D)J_recombination	biological_process
GO:0033153	T_cell_receptor_V(D)J_recombination	biological_process
GO:0033154	ATPase-coupled_oligogalacturonide_transmembrane_transporter_activity	molecular_function
GO:0033155	oligogalacturonide_transmembrane_transporter_activity	molecular_function
GO:0033156	oligogalacturonide_transport	biological_process
GO:0033157	regulation_of_intracellular_protein_transport	biological_process
GO:0033158	obsolete_regulation_of_protein_import_into_nucleus-_translocation	biological_process
GO:0033159	obsolete_negative_regulation_of_protein_import_into_nucleus-_translocation	biological_process
GO:0033160	obsolete_positive_regulation_of_protein_import_into_nucleus-_translocation	biological_process
GO:0033161	mitogen-activated_protein_kinase_kinase_kinase_kinase_binding	molecular_function
GO:0033162	melanosome_membrane	cellular_component
GO:0033163	microneme_membrane	cellular_component
GO:0033164	glycolipid_6-alpha-mannosyltransferase_activity	molecular_function
GO:0033165	interphotoreceptor_matrix	cellular_component
GO:0033166	hyaline_layer	cellular_component
GO:0033167	ARC_complex	cellular_component
GO:0033168	conversion_of_ds_siRNA_to_ss_siRNA_involved_in_RNA_interference	biological_process
GO:0033169	histone_H3-K9_demethylation	biological_process
GO:0033170	protein-DNA_loading_ATPase_activity	molecular_function
GO:0033171	obsolete_nucleoprotein_filament-forming_ATPase_activity	molecular_function
GO:0033172	gas_vesicle_shell	cellular_component
GO:0033173	calcineurin-NFAT_signaling_cascade	biological_process
GO:0033174	chloroplast_proton-transporting_ATP_synthase_complex-_catalytic_core_CF(1)	cellular_component
GO:0033175	chloroplast_proton-transporting_ATP_synthase_complex-_coupling_factor_CF(o)	cellular_component
GO:0033176	proton-transporting_V-type_ATPase_complex	cellular_component
GO:0033177	proton-transporting_two-sector_ATPase_complex-_proton-transporting_domain	cellular_component
GO:0033178	proton-transporting_two-sector_ATPase_complex-_catalytic_domain	cellular_component
GO:0033179	proton-transporting_V-type_ATPase-_V0_domain	cellular_component
GO:0033180	proton-transporting_V-type_ATPase-_V1_domain	cellular_component
GO:0033181	plasma_membrane_proton-transporting_V-type_ATPase_complex	cellular_component
GO:0033182	regulation_of_histone_ubiquitination	biological_process
GO:0033183	negative_regulation_of_histone_ubiquitination	biological_process
GO:0033184	positive_regulation_of_histone_ubiquitination	biological_process
GO:0033185	dolichol-phosphate-mannose_synthase_complex	cellular_component
GO:0033186	CAF-1_complex	cellular_component
GO:0033187	obsolete_inositol_hexakisphosphate_4-kinase_or_6-kinase_activity	molecular_function
GO:0033188	sphingomyelin_synthase_activity	molecular_function
GO:0033189	response_to_vitamin_A	biological_process
GO:0033190	solanapyrone_synthase_activity	molecular_function
GO:0033191	macrophomate_synthase_activity	molecular_function
GO:0033192	calmodulin-dependent_protein_phosphatase_activity	molecular_function
GO:0033193	Lsd1/2_complex	cellular_component
GO:0033194	response_to_hydroperoxide	biological_process
GO:0033195	response_to_alkyl_hydroperoxide	biological_process
GO:0033196	tryparedoxin_peroxidase_activity	molecular_function
GO:0033197	response_to_vitamin_E	biological_process
GO:0033198	response_to_ATP	biological_process
GO:0033199	obsolete_inositol_heptakisphosphate_4-kinase_or_6-kinase_activity	molecular_function
GO:0033200	inositol_heptakisphosphate_5-kinase_activity	molecular_function
GO:0033201	alpha-1-4-glucan_synthase_activity	molecular_function
GO:0033202	DNA_helicase_complex	cellular_component
GO:0033203	DNA_helicase_A_complex	cellular_component
GO:0033204	ribonuclease_P_RNA_binding	molecular_function
